ite,tExecS,MediaTCumulativa,Acuracia,MediaAcCumulativa
221,9.03398966789246,8.58746321492605,0.996542156983339,0.996490517848989
222,7.25306177139282,8.58145239761284,0.976410130249976,0.996400065652598
223,8.90735244750977,8.58291383281417,0.996398649664466,0.996400059302875
224,8.17411470413208,8.58108883670398,0.996678830620362,0.996401303817685
225,8.5891900062561,8.58112484190199,0.996453319119275,0.996401534996803
226,8.19903683662415,8.57943418701138,0.996637828529255,0.996402580543407
227,8.91509103775024,8.58091285155208,0.996330312845955,0.996402262183506
228,8.22673153877258,8.57935942474164,0.996330312845955,0.996401946616236
229,8.90619802474976,8.58078666753644,0.996767668484426,0.996403543654962
230,9.01684761047363,8.58268258467965,0.996569491710744,0.996404265168248
231,8.64114308357239,8.58293566043243,0.996583159074446,0.996405039600743
232,8.91949009895325,8.58438632611571,0.996630994847404,0.996406013545771
233,9.01796317100525,8.58624717094356,0.996781335848128,0.996407624371103
234,8.81125569343567,8.587208745826,0.996337146527806,0.996407323183739
235,8.68201804161072,8.58761218963785,0.996603660119999,0.996408158660063
236,8.38215065002441,8.58674158989373,0.996460152801126,0.99640837897422
237,8.1993944644928,8.58510721383719,0.996460152801126,0.996408597429186
238,8.59084391593933,8.58513131762753,0.996528489619637,0.996409101177886
239,8.63055515289307,8.58532137551567,0.996350813891508,0.996408857298026
240,8.23562932014465,8.58386432528496,0.996330312845955,0.996408530029476
241,8.96284198760986,8.58543684670539,0.996507988574084,0.996408942720532
242,8.79464268684387,8.58630133364811,0.996460152801126,0.996409154332436
243,8.89282608032227,8.58756275235871,0.996255142345593,0.996408520538251
244,8.3729100227356,8.58668302805697,0.996248308663742,0.996407863932208
245,8.19215941429138,8.58507272759262,0.996583159074446,0.996408579422585
246,8.88381409645081,8.58628712340099,0.996371314937062,0.996408427940936
247,8.93204593658447,8.58768695665275,0.996343980209657,0.996408167018947
248,8.30964112281799,8.58656580409696,0.996665163256659,0.996409203294099
249,8.88020944595337,8.58774509583132,0.996302978118551,0.996408776686968
250,8.45580863952637,8.5872173500061,0.996706165347766,0.996409966241612
251,8.30360913276672,8.58608743679001,0.99641915071002,0.996410002833119
